Site Name,Device Hostname,Device Description,Software,Version
The Township of Pennsauken,Dana-22NB,Dana,AutoElevate,2.9.5
The Township of Pennsauken,Dana-22NB,Dana,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,Dana-22NB,Dana,Connection Client version 14.80.0.82,14.80.0.82
The Township of Pennsauken,Dana-22NB,Dana,Connection Client version 14.80.0.82 (Current user),14.80.0.82
The Township of Pennsauken,Dana-22NB,Dana,Datto RMM,4.4.2236.2236
The Township of Pennsauken,Dana-22NB,Dana,DNS Agent,1.13.0.0
The Township of Pennsauken,Dana-22NB,Dana,Dropbox,216.4.4420
The Township of Pennsauken,Dana-22NB,Dana,Google Chrome,132.0.6834.112
The Township of Pennsauken,Dana-22NB,Dana,Huntress Agent,0.13.244
The Township of Pennsauken,Dana-22NB,Dana,Huntress Rio,0.6.16
The Township of Pennsauken,Dana-22NB,Dana,Intel(R) Chipset Device Software,10.1.18800.8277
The Township of Pennsauken,Dana-22NB,Dana,Lenovo Vantage Service,4.2.24.0
The Township of Pennsauken,Dana-22NB,Dana,Lenovo Welcome,3.5.1.4
The Township of Pennsauken,Dana-22NB,Dana,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,Dana-22NB,Dana,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,Dana-22NB,Dana,Microsoft Edge,132.0.2957.127
The Township of Pennsauken,Dana-22NB,Dana,Microsoft Intune Management Extension,1.86.101.0
The Township of Pennsauken,Dana-22NB,Dana,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,Dana-22NB,Dana,Microsoft Teams,1.5.00.8070
The Township of Pennsauken,Dana-22NB,Dana,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,Dana-22NB,Dana,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,Dana-22NB,Dana,SHARP Driver Uninstall Tool,1.1.1.32
The Township of Pennsauken,Dana-22NB,Dana,Spotify,1.2.52.442.g01893f92
The Township of Pennsauken,Dana-22NB,Dana,Teams Machine-Wide Installer,1.5.0.8070
The Township of Pennsauken,Dana-22NB,Dana,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,Dana-22NB,Dana,Windows PC Health Check,3.6.2204.08001
The Township of Pennsauken,Dana-22NB,Dana,Xerox Desktop Print Experience 8.5,8.155.0.0
The Township of Pennsauken,Dana-22NB,Dana,Zoom,5.17.11 (34827)
The Township of Pennsauken,p147EP-3520,P147EP-3520,AutoElevate,2.9.5
The Township of Pennsauken,p147EP-3520,P147EP-3520,Cisco Webex Meetings,44.3.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell Command | Update for Windows Universal,4.6.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell Optimizer Service,3.1.175.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell Power Manager Service,3.11.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell SupportAssist,3.11.4.29
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,p147EP-3520,P147EP-3520,Dell SupportAssist Remediation,5.5.4.16189
The Township of Pennsauken,p147EP-3520,P147EP-3520,DNS Agent,1.14.1.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,ExpressConnect Drivers & Services,3.1122.309
The Township of Pennsauken,p147EP-3520,P147EP-3520,GoTo Opener,1.0.562
The Township of Pennsauken,p147EP-3520,P147EP-3520,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,p147EP-3520,P147EP-3520,Huntress Agent,0.13.244
The Township of Pennsauken,p147EP-3520,P147EP-3520,Huntress Rio,0.6.16
The Township of Pennsauken,p147EP-3520,P147EP-3520,Intel(R) Management Engine Components,2218.2.2.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Intel(R) Serial IO,30.100.2104.1
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Edge,132.0.2957.127
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Intune Management Extension,1.86.101.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Teams classic,1.6.00.29964
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Realtek Audio Driver,6.0.9363.1
The Township of Pennsauken,p147EP-3520,P147EP-3520,Splashtop Business,3.5.2.1
The Township of Pennsauken,p147EP-3520,P147EP-3520,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,p147EP-3520,P147EP-3520,Splashtop Streamer,3.7.2.3
The Township of Pennsauken,p147EP-3520,P147EP-3520,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,p147EP-3520,P147EP-3520,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,p147EP-3520,P147EP-3520,Webex,43.6.0.26407
The Township of Pennsauken,p147EP-3520,P147EP-3520,Windows PC Health Check,3.2.2110.14001
The Township of Pennsauken,p147EP-3520,P147EP-3520,Zoom Workplace,6.3.6 (56144)
The Township of Pennsauken,p104EM-L,p104EM-L,AutoElevate,2.9.5
The Township of Pennsauken,p104EM-L,p104EM-L,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p104EM-L,p104EM-L,Cylance PROTECT,3.0.1005.38
The Township of Pennsauken,p104EM-L,p104EM-L,Datto EDR Agent,3.15.0.2397
The Township of Pennsauken,p104EM-L,p104EM-L,Datto RMM,4.4.2221.2221
The Township of Pennsauken,p104EM-L,p104EM-L,Dell Command | Update for Windows 10,4.0.0
The Township of Pennsauken,p104EM-L,p104EM-L,Dell Power Manager Service,3.7.0
The Township of Pennsauken,p104EM-L,p104EM-L,Dell SupportAssist,4.0.3.61632
The Township of Pennsauken,p104EM-L,p104EM-L,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.9.18923
The Township of Pennsauken,p104EM-L,p104EM-L,Dell SupportAssist Remediation,5.5.10.19019
The Township of Pennsauken,p104EM-L,p104EM-L,DNS Agent,1.13.0.0
The Township of Pennsauken,p104EM-L,p104EM-L,Goodix Fingerprint Driver,3.0.37.400
The Township of Pennsauken,p104EM-L,p104EM-L,GoTo Opener,1.0.539
The Township of Pennsauken,p104EM-L,p104EM-L,GoToMeeting 10.19.0.19950,10.19.0.19950
The Township of Pennsauken,p104EM-L,p104EM-L,Intel(R) Dynamic Tuning,8.7.10400.15556
The Township of Pennsauken,p104EM-L,p104EM-L,Intel(R) Management Engine Components,2027.14.0.1684
The Township of Pennsauken,p104EM-L,p104EM-L,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,p104EM-L,p104EM-L,Intel(R) Wireless Bluetooth(R),21.110.0.3
The Township of Pennsauken,p104EM-L,p104EM-L,Intel® Integrated Sensor Solution,3.10.100.4122
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft 365 - en-us,16.0.17328.20452
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft 365 - es-es,16.0.17328.20452
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft 365 - fr-fr,16.0.17328.20452
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft 365 Apps for business - en-us,16.0.17328.20452
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft 365 Apps for enterprise - en-us,16.0.17328.20452
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Edge,126.0.2592.102
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Edge Update,1.3.193.5
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Edge WebView2 Runtime,126.0.2592.102
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Intune Management Extension,1.80.132.0
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft OneDrive,24.126.0623.0001
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Teams,1.6.00.22378
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.14501
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24215,14.0.24215.1
The Township of Pennsauken,p104EM-L,p104EM-L,Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,p104EM-L,p104EM-L,Realtek Audio Driver,6.0.9257.1
The Township of Pennsauken,p104EM-L,p104EM-L,Splashtop Business,3.4.2.0
The Township of Pennsauken,p104EM-L,p104EM-L,Splashtop Streamer,3.7.0.0
The Township of Pennsauken,p104EM-L,p104EM-L,Teams Machine-Wide Installer,1.3.0.26064
The Township of Pennsauken,p104EM-L,p104EM-L,Zoom,5.14.0 (13888)
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,AutoElevate,2.9.5
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Canon driver for R40 (x64),1.0.7842
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Canon R40 UserManual,1.20.1020.1127
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Application,1.6.5996
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Dropbox,1.3.6030
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for FTP,1.1.17
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Google Drive,2.4.6030
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Mail,1.5.6235
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Microsoft OneDrive,1.4.6030
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Microsoft SharePoint,2.4.6078
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for Printer,1.3.6050
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch plug-in for SugarSync,1.4.6030
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CaptureOnTouch V4 Standard (x64),4.12.2421
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Cisco Webex Meetings,41.9.5
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell Command | Update for Windows 10,4.1.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell Optimizer Service,2.0.651.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell SupportAssist,3.9.0.234
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell SupportAssist Remediation,5.4.3.15135
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,ExpressConnect Drivers & Services,1.0.169
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,GoTo Opener,1.0.568
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Huntress Agent,0.13.246
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Huntress Rio,0.6.16
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Intel(R) Management Engine Components,2036.15.0.1835
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Kofax Web Capture Service,11.2.0.303
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Kyocera Product Library,6.0.1308
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,KYOCERA Status Monitor 5,5.0.9105
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 Apps for business - fr-fr,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,PDFCentral,1
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Realtek Audio Driver,6.0.9008.1
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,REALTEK Bluetooth Driver,1041.1038.1040.220124
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,ScanServer,4.0.2010
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,searchshar,1
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Shift 127.8.0,127.8.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Splashtop Business,3.4.2.0
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Teams Machine-Wide Installer,1.4.0.7174
The Township of Pennsauken,p122AM-5080,DESKTOP-5UKS3KP,Zoom Workplace,6.2.11 (50939)
The Township of Pennsauken,p306CD-3050,P306CD-3050,AutoElevate,2.9.5
The Township of Pennsauken,p306CD-3050,P306CD-3050,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p306CD-3050,P306CD-3050,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p306CD-3050,P306CD-3050,Dell Command | Update for Windows Universal,4.4.0
The Township of Pennsauken,p306CD-3050,P306CD-3050,Dell SupportAssist,3.10.3.3
The Township of Pennsauken,p306CD-3050,P306CD-3050,Huntress Agent,0.13.246
The Township of Pennsauken,p306CD-3050,P306CD-3050,Huntress Rio,0.6.16
The Township of Pennsauken,p306CD-3050,P306CD-3050,Intel(R) Management Engine Components,2105.15.0.2157
The Township of Pennsauken,p306CD-3050,P306CD-3050,Intel(R) Rapid Storage Technology,16.8.3.1004
The Township of Pennsauken,p306CD-3050,P306CD-3050,Intel® Optane™ Pinning Explorer Extensions,17.0.2.1076
The Township of Pennsauken,p306CD-3050,P306CD-3050,Kyocera Product Library,6.0.1308
The Township of Pennsauken,p306CD-3050,P306CD-3050,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p306CD-3050,P306CD-3050,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p306CD-3050,P306CD-3050,Realtek Audio COM Components,1.0.2
The Township of Pennsauken,p306CD-3050,P306CD-3050,Realtek High Definition Audio Driver,6.0.1.6122
The Township of Pennsauken,p306CD-3050,P306CD-3050,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p306CD-3050,P306CD-3050,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,p306CD-3050,P306CD-3050,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,p306CD-3050,P306CD-3050,Webex,42.5.0.22221
The Township of Pennsauken,p306CD-3050,P306CD-3050,Windows PC Health Check,3.2.2110.14001
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,Steve-24PC,STEVE-24PC,AutoElevate,2.9.5
The Township of Pennsauken,Steve-24PC,STEVE-24PC,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Datto RMM,4.4.2236.2236
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Google Chrome,132.0.6834.160
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Google Earth Pro,7.3.6.10201
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Kyocera Product Library,6.0.4912
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.36.32532,14.36.32532.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.36.32532,14.36.32532.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Status Monitor 5,5.0.9814
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,Steve-24PC,STEVE-24PC,Webroot SecureAnywhere,9.0.38.42
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,AutoElevate,2.9.5
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Datto RMM,4.4.2236.2236
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Dell Command | Update for Windows Universal,4.6.0
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Dell Power Manager Service,3.11.0
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Dell SupportAssist,3.8.0.108
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.4.16189
The Township of Pennsauken,DESKTOP-89AMO2V,DESKTOP-89AMO2V,Dell SupportAssist Remediation,5.3.0.13847
